5							
#n	DRF4PFI791.PV	DRF4HFIC41.PV	DRF4HTI43.PVA	DKGUFAI502X.PV	DRF4UTI744.PVA  
  5.7499107e+002	  1.1999762e+002	  2.7132130e+002	  3.5118119e+004	 -3.1880326e-001	
  5.7501262e+002	  1.2025403e+002	  2.7135910e+002	  3.4993839e+004	 -3.5739567e-001	
  5.8495627e+002	  1.2020065e+002	  2.7139690e+002	  3.4492901e+004	 -2.8493440e-001	
  5.7694448e+002	  1.1996872e+002	  2.7143469e+002	  3.4839035e+004	 -2.1063357e-001	
  5.7759640e+002	  1.1988314e+002	  2.7147249e+002	  3.4874197e+004	 -1.3633275e-001	
  5.7776442e+002	  1.2001694e+002	  2.7151029e+002	  3.4682485e+004	 -6.2031922e-002	
  5.7500460e+002	  1.1996063e+002	  2.7154808e+002	  3.4958477e+004	  1.2268904e-002	
  5.6561238e+002	  1.1986072e+002	  2.7158188e+002	  3.5477397e+004	  8.6569729e-002	
  5.5561434e+002	  1.1994964e+002	  2.7156969e+002	  3.5984267e+004	  1.6087055e-001	
  5.5392476e+002	  1.1995274e+002	  2.7154444e+002	  3.5981545e+004	  2.3517138e-001	
  5.6132027e+002	  1.1990853e+002	  2.7151919e+002	  3.5706825e+004	  3.0947221e-001	
  5.5929814e+002	  1.1987363e+002	  2.7149393e+002	  3.5767345e+004	  2.8758908e-001	
  5.5813233e+002	  1.1993838e+002	  2.7146868e+002	  3.5782093e+004	  1.0227981e-001	
  5.6003759e+002	  1.1992648e+002	  2.7144343e+002	  3.5604436e+004	 -8.5735789e-002	
  5.5852290e+002	  1.1994581e+002	  2.7141818e+002	  3.5590090e+004	 -2.7375139e-001	
  5.6125469e+002	  1.1999994e+002	  2.7139293e+002	  3.5553111e+004	 -4.6176699e-001	
  5.6105835e+002	  1.1999521e+002	  2.7136768e+002	  3.5524711e+004	 -6.4978259e-001	
  5.5944519e+002	  1.1999473e+002	  2.7134528e+002	  3.5544048e+004	 -8.3779819e-001	
  5.6188022e+002	  1.1998110e+002	  2.7135553e+002	  3.5478847e+004	 -1.0258138e+000	
  5.6230690e+002	  1.1993453e+002	  2.7137506e+002	  3.5410599e+004	 -1.2138294e+000	
  5.6043988e+002	  1.2004067e+002	  2.7139459e+002	  3.5496861e+004	 -1.4018450e+000	
  5.6177642e+002	  1.1999565e+002	  2.7141413e+002	  3.5454220e+004	 -1.4643408e+000	
  5.6484642e+002	  1.2001084e+002	  2.7143366e+002	  3.5234333e+004	 -1.3685645e+000	
  5.6651191e+002	  1.1998030e+002	  2.7145319e+002	  3.5265678e+004	 -1.2722707e+000	
  5.5544295e+002	  1.2003030e+002	  2.7147272e+002	  3.5852115e+004	 -1.1759770e+000	
  5.5468324e+002	  1.2009920e+002	  2.7149225e+002	  3.5922628e+004	 -1.0796832e+000	
  5.5998855e+002	  1.1992635e+002	  2.7151178e+002	  3.5620370e+004	 -9.8338944e-001	
  5.6178035e+002	  1.1996303e+002	  2.7151450e+002	  3.5484262e+004	 -8.8709569e-001	
  5.5240639e+002	  1.1808246e+002	  2.7132414e+002	  3.5619953e+004	 -7.9080194e-001	
  5.2190240e+002	  1.1153629e+002	  2.7107894e+002	  3.5578329e+004	 -6.9450818e-001	
  4.9458906e+002	  1.0593806e+002	  2.7083373e+002	  3.5410075e+004	 -5.9821443e-001	
  4.9142272e+002	  1.0502128e+002	  2.7058853e+002	  3.5531526e+004	 -4.4885988e-001	
  4.9012518e+002	  1.0500763e+002	  2.7034333e+002	  3.5676613e+004	 -2.3260390e-001	
  4.8999815e+002	  1.0492098e+002	  2.7009813e+002	  3.5859350e+004	 -1.6129354e-002	
  5.0898980e+002	  1.0497820e+002	  2.6985299e+002	  3.4792674e+004	  2.0034520e-001	
  4.8319172e+002	  1.0499450e+002	  2.6973934e+002	  3.6511596e+004	  4.1681974e-001	
  4.8442340e+002	  1.0503092e+002	  2.6974580e+002	  3.6718749e+004	  6.3329429e-001	
  4.8054545e+002	  1.0499449e+002	  2.6975226e+002	  3.6748420e+004	  8.2445422e-001	
  4.7901150e+002	  1.0495807e+002	  2.6974601e+002	  3.6972526e+004	  7.2482842e-001	
  4.8399082e+002	  1.0504900e+002	  2.6967005e+002	  3.6464845e+004	  5.4262073e-001	
  4.8166813e+002	  1.0507897e+002	  2.6958353e+002	  3.6534428e+004	  3.6041304e-001	
  4.7839897e+002	  1.0509351e+002	  2.6949700e+002	  3.6758312e+004	  1.7820535e-001	
  4.7790816e+002	  1.0495330e+002	  2.6941047e+002	  3.6942012e+004	 -4.0023377e-003	
  4.7922912e+002	  1.0496136e+002	  2.6932394e+002	  3.6793573e+004	 -1.8621003e-001	
  4.7469489e+002	  1.0495741e+002	  2.6923745e+002	  3.6696683e+004	 -3.6841772e-001	
  4.7121278e+002	  1.0495238e+002	  2.6922837e+002	  3.6753951e+004	 -5.5062541e-001	
  4.6931008e+002	  1.0500230e+002	  2.6929000e+002	  3.6761887e+004	 -7.3283310e-001	
  4.6888316e+002	  1.0498966e+002	  2.6935164e+002	  3.6895683e+004	 -8.2149962e-001	
  4.6807340e+002	  1.0498767e+002	  2.6941327e+002	  3.7054179e+004	 -6.9869265e-001	
  4.6590142e+002	  1.0499605e+002	  2.6947490e+002	  3.7048479e+004	 -5.6782051e-001	
  4.6579319e+002	  1.0497412e+002	  2.6953654e+002	  3.7080800e+004	 -4.3694838e-001	
  4.6477062e+002	  1.0494940e+002	  2.6959817e+002	  3.7153078e+004	 -3.0607625e-001	
  4.6611662e+002	  1.0494792e+002	  2.6965981e+002	  3.7109253e+004	 -1.7520412e-001	
  4.6731983e+002	  1.0500808e+002	  2.6972144e+002	  3.6872144e+004	 -4.4331987e-002	
  4.6702389e+002	  1.0503437e+002	  2.6978305e+002	  3.6674390e+004	  8.6540146e-002	
  4.7365749e+002	  1.0503013e+002	  2.6980065e+002	  3.6103330e+004	  2.1742694e-001	
  4.6712617e+002	  1.0495822e+002	  2.6977806e+002	  3.6638255e+004	  3.7721875e-001	
  4.7762097e+002	  1.0495875e+002	  2.6975547e+002	  3.5900154e+004	  5.6341243e-001	
  4.7466968e+002	  1.0503076e+002	  2.6973288e+002	  3.5986662e+004	  7.4960611e-001	
  4.9101444e+002	  1.0500683e+002	  2.6971029e+002	  3.4948294e+004	  9.3579979e-001	
  4.7428478e+002	  1.0500842e+002	  2.6968770e+002	  3.6126687e+004	  1.1070867e+000	
  4.8350255e+002	  1.0501878e+002	  2.6966511e+002	  3.5394300e+004	  9.9899841e-001	
  4.7958211e+002	  1.0497669e+002	  2.6964252e+002	  3.5650754e+004	  7.8521527e-001	
  4.7775875e+002	  1.0510659e+002	  2.6961992e+002	  3.5700470e+004	  5.7143214e-001	
  4.7290444e+002	  1.0501867e+002	  2.6959743e+002	  3.6065054e+004	  3.5764900e-001	
  4.7159174e+002	  1.0496111e+002	  2.6958520e+002	  3.6154593e+004	  1.4386587e-001	
  4.7369960e+002	  1.0497430e+002	  2.6957986e+002	  3.5976609e+004	 -6.9917268e-002	
  4.7102977e+002	  1.0494145e+002	  2.6957452e+002	  3.6048856e+004	 -2.8370040e-001	
  4.7120287e+002	  1.0499185e+002	  2.6956917e+002	  3.6052873e+004	 -4.9748354e-001	
  4.7107712e+002	  1.0493830e+002	  2.6956383e+002	  3.6030791e+004	 -7.1126667e-001	
  4.7091784e+002	  1.0495144e+002	  2.6955849e+002	  3.6032885e+004	 -9.0352571e-001	
  4.7017564e+002	  1.0497038e+002	  2.6955315e+002	  3.6197201e+004	 -8.4854021e-001	
  4.7067429e+002	  1.0496723e+002	  2.6954780e+002	  3.6060927e+004	 -7.2333834e-001	
  4.6057967e+002	  1.0506561e+002	  2.6954246e+002	  3.6728428e+004	 -5.9813646e-001	
  4.6230568e+002	  1.0497892e+002	  2.6953643e+002	  3.6612772e+004	 -4.7293459e-001	
  4.6996517e+002	  1.0499537e+002	  2.6950528e+002	  3.6077730e+004	 -3.4773271e-001	
  4.6929943e+002	  1.0498828e+002	  2.6946151e+002	  3.5816060e+004	 -2.2253084e-001	
  4.6550399e+002	  1.0500286e+002	  2.6941775e+002	  3.5960693e+004	 -9.7328963e-002	
  4.6827555e+002	  1.0501368e+002	  2.6937399e+002	  3.3688732e+004	  2.7872912e-002	
  4.6700174e+002	  1.0498690e+002	  2.6933022e+002	  3.5851907e+004	  1.5307479e-001	
  4.6475726e+002	  1.0498554e+002	  2.6928646e+002	  3.5941149e+004	  2.7639084e-001	
  4.7287361e+002	  1.0488633e+002	  2.6924270e+002	  3.5493778e+004	  3.7804466e-001	
  4.7497213e+002	  1.0506310e+002	  2.6919893e+002	  3.5418330e+004	  4.7354649e-001	
  4.7379194e+002	  1.0504761e+002	  2.6915517e+002	  3.5474448e+004	  5.6904833e-001	
  4.7077587e+002	  1.0497470e+002	  2.6911328e+002	  3.5690218e+004	  6.6455017e-001	
  4.7300769e+002	  1.0505224e+002	  2.6910650e+002	  3.5499348e+004	  7.6005201e-001	
  4.7977697e+002	  1.0500730e+002	  2.6911301e+002	  3.5078240e+004	  8.5555385e-001	
  4.7395977e+002	  1.0495891e+002	  2.6911952e+002	  3.5492418e+004	  9.5105569e-001	
  4.7054153e+002	  1.0499237e+002	  2.6912603e+002	  3.5802533e+004	  1.0055158e+000	
  4.7801844e+002	  1.0498913e+002	  2.6913254e+002	  3.5403686e+004	  8.3506963e-001	
  4.7882119e+002	  1.0497777e+002	  2.6913905e+002	  3.5314209e+004	  6.3048480e-001	
  4.7762147e+002	  1.0498424e+002	  2.6914556e+002	  3.5332873e+004	  4.2589998e-001	
  4.7614585e+002	  1.0502737e+002	  2.6915207e+002	  3.5348676e+004	  2.2131515e-001	
  4.8356235e+002	  1.0504270e+002	  2.6915858e+002	  3.4915430e+004	  1.8809551e-002	
  4.8481499e+002	  1.0503296e+002	  2.6916475e+002	  3.4883038e+004	  3.5180643e-002	
  4.8272029e+002	  1.0502232e+002	  2.6916466e+002	  3.4973788e+004	  1.9844400e-001	
  4.8230063e+002	  1.0498657e+002	  2.6916219e+002	  3.5057103e+004	  3.6170735e-001	
  4.8225679e+002	  1.0495954e+002	  2.6915973e+002	  3.5074362e+004	  5.2497070e-001	
  4.8092927e+002	  1.0497342e+002	  2.6915726e+002	  3.5293272e+004	  6.8823405e-001	
  4.7763871e+002	  1.0500714e+002	  2.6915480e+002	  3.5281630e+004	  8.5149741e-001	
  4.8014556e+002	  1.0503618e+002	  2.6915233e+002	  3.5420353e+004	  1.0147608e+000	
  4.8636065e+002	  1.0492505e+002	  2.6914987e+002	  3.4873604e+004	  1.1780241e+000	
  4.8339741e+002	  1.0497095e+002	  2.6914740e+002	  3.5108902e+004	  1.6847709e+000	
  4.8785841e+002	  1.0499666e+002	  2.6914494e+002	  3.4971862e+004	  2.7751218e+000	
  4.8250642e+002	  1.0499318e+002	  2.6914180e+002	  3.5426341e+004	  3.8751367e+000	
  4.6340591e+002	  1.0499693e+002	  2.6913086e+002	  3.6848418e+004	  4.9922683e+000	
  4.6758722e+002	  1.0500948e+002	  2.6911772e+002	  3.6890185e+004	  5.9964203e+000	
  4.6856503e+002	  1.0497367e+002	  2.6910458e+002	  3.6694296e+004	  5.2827088e+000	
  4.7144867e+002	  1.0503868e+002	  2.6909143e+002	  3.6255393e+004	  5.9721671e+000	
  4.6987767e+002	  1.0500977e+002	  2.6907829e+002	  3.6402855e+004	  5.3463433e+000	
  4.6248795e+002	  1.0500328e+002	  2.6906514e+002	  3.6580531e+004	  4.5223164e+000	
  4.6351975e+002	  1.0492504e+002	  2.6905200e+002	  3.6419975e+004	  3.7644750e+000	
  4.6472362e+002	  1.0503295e+002	  2.6903886e+002	  3.6509633e+004	  3.7668982e+000	
  4.6339109e+002	  1.0500999e+002	  2.6902571e+002	  3.6644914e+004	  3.9852334e+000	
  4.6413010e+002	  1.0499121e+002	  2.6900906e+002	  3.6623220e+004	  4.2035685e+000	
  4.6516745e+002	  1.0502751e+002	  2.6895210e+002	  3.6621991e+004	  4.3643024e+000	
  4.6397983e+002	  1.0502660e+002	  2.6888370e+002	  3.6702218e+004	  4.0802191e+000	
  4.6414317e+002	  1.0499957e+002	  2.6881530e+002	  3.6780926e+004	  3.7025713e+000	
  4.6879550e+002	  1.0497883e+002	  2.6874690e+002	  3.6531875e+004	  3.3249235e+000	
  4.7360810e+002	  1.0505719e+002	  2.6867850e+002	  3.6225930e+004	  2.9472757e+000	
  4.6601951e+002	  1.0506800e+002	  2.6861009e+002	  3.6805169e+004	  2.5696279e+000	
  4.6563116e+002	  1.0500275e+002	  2.6854169e+002	  3.7067047e+004	  2.1919800e+000	
  4.6830556e+002	  1.0504043e+002	  2.6847329e+002	  3.6782720e+004	  1.9398273e+000	
  4.7400717e+002	  1.0498964e+002	  2.6840489e+002	  3.6351794e+004	  1.8459079e+000	
  4.7308917e+002	  1.0498666e+002	  2.6834189e+002	  3.6399116e+004	  1.7525055e+000	
  4.7380838e+002	  1.0492879e+002	  2.6834093e+002	  3.6408201e+004	  1.6591032e+000	
  4.7233544e+002	  1.0501912e+002	  2.6835759e+002	  3.6397818e+004	  1.5657008e+000	
  4.7566933e+002	  1.0501871e+002	  2.6837425e+002	  3.6192048e+004	  1.4722985e+000	
  4.7851306e+002	  1.0495352e+002	  2.6839091e+002	  3.6121919e+004	  1.4548971e+000	
  4.7118348e+002	  1.0500985e+002	  2.6840757e+002	  3.6563126e+004	  1.5666253e+000	
  4.7439726e+002	  1.0499036e+002	  2.6842423e+002	  3.6395195e+004	  1.6804917e+000	
  4.7971739e+002	  1.0498378e+002	  2.6844089e+002	  3.6075478e+004	  1.7943580e+000	
  4.8142608e+002	  1.0492841e+002	  2.6845755e+002	  3.5966591e+004	  1.9082243e+000	
  4.8007459e+002	  1.0494137e+002	  2.6847422e+002	  3.5855210e+004	  2.0220906e+000	
  4.7728047e+002	  1.0497540e+002	  2.6848881e+002	  3.5921066e+004	  2.1359569e+000	
  4.7982207e+002	  1.0501068e+002	  2.6848741e+002	  3.5892984e+004	  2.2436308e+000	
  4.7188468e+002	  1.0497333e+002	  2.6848265e+002	  3.6314329e+004	  2.2352284e+000	
  4.6813796e+002	  1.0499178e+002	  2.6847789e+002	  3.6475075e+004	  2.1829075e+000	
  4.7087328e+002	  1.0499680e+002	  2.6847313e+002	  3.6341473e+004	  2.1305866e+000	
  4.7652654e+002	  1.0503027e+002	  2.6846837e+002	  3.6040048e+004	  2.0782658e+000	
  4.7803609e+002	  1.0499106e+002	  2.6846361e+002	  3.5998697e+004	  2.0259449e+000	
  4.7765513e+002	  1.0501496e+002	  2.6845884e+002	  3.6157637e+004	  1.9736240e+000	
  4.7956403e+002	  1.0500754e+002	  2.6845408e+002	  3.6134852e+004	  1.9213031e+000	
  4.7991493e+002	  1.0495968e+002	  2.6844932e+002	  3.6051340e+004	  1.8689822e+000	
  4.8106368e+002	  1.0498954e+002	  2.6844712e+002	  3.5961757e+004	  1.8166614e+000	
  4.8212365e+002	  1.0491941e+002	  2.6845890e+002	  3.5693427e+004	  1.7777314e+000	
  4.8993132e+002	  1.0495129e+002	  2.6847282e+002	  3.5216927e+004	  1.8926308e+000	
  4.8125046e+002	  1.0501640e+002	  2.6848673e+002	  3.5735378e+004	  2.0512192e+000	
  4.8098043e+002	  1.0501897e+002	  2.6850064e+002	  3.5721395e+004	  2.9144933e+000	
  4.8142214e+002	  1.0500526e+002	  2.6851456e+002	  3.5850914e+004	  4.9750992e+000	
  4.7597503e+002	  1.0499986e+002	  2.6852847e+002	  3.6258037e+004	  7.1506233e+000	
  4.7644375e+002	  1.0498347e+002	  2.6854238e+002	  3.6702425e+004	  9.9501085e+000	
  4.6958269e+002	  1.0500049e+002	  2.6855630e+002	  3.4919727e+004	  1.1636379e+001	
  4.6758786e+002	  1.0493759e+002	  2.6857021e+002	  3.7413051e+004	  1.2961978e+001	
  4.7991243e+002	  1.0497718e+002	  2.6857528e+002	  3.6832884e+004	  1.3039145e+001	
  4.7753847e+002	  1.0496853e+002	  2.6854481e+002	  3.6631443e+004	  1.1975976e+001	
  4.7594495e+002	  1.0498621e+002	  2.6851062e+002	  3.6699426e+004	  1.0912806e+001	
  4.7291070e+002	  1.0501177e+002	  2.6847643e+002	  3.6631206e+004	  9.8535121e+000	
  4.8784620e+002	  1.0493913e+002	  2.6844224e+002	  3.5435944e+004	  8.8668565e+000	
  5.0322362e+002	  1.0501091e+002	  2.6840805e+002	  3.4539436e+004	  7.9076843e+000	
  4.7000000e+002	  1.0497225e+002	  2.6837385e+002	  3.6418046e+004	  6.9037742e+000	
  4.6607370e+002	  1.0495301e+002	  2.6833966e+002	  3.7059014e+004	  5.0614067e+000	
  4.6943832e+002	  1.0497266e+002	  2.6830547e+002	  3.6885344e+004	  3.3292239e+000	
  4.6655677e+002	  1.0506958e+002	  2.6827128e+002	  3.7049083e+004	  1.9875565e+000	
  4.6339229e+002	  1.0498086e+002	  2.6824871e+002	  3.7476794e+004	  6.4624010e-001	
  4.4473349e+002	  1.0498124e+002	  2.6827353e+002	  3.8923999e+004	 -3.1102700e-003	
  4.4960972e+002	  1.0496173e+002	  2.6832818e+002	  3.8705051e+004	 -2.0418237e-002	
  4.4201831e+002	  1.0502649e+002	  2.6839535e+002	  3.9343619e+004	 -3.7726204e-002	
  4.3886167e+002	  1.0505833e+002	  2.6846252e+002	  3.9569815e+004	 -5.5034171e-002	
  4.4904712e+002	  1.0506562e+002	  2.6852969e+002	  3.8859939e+004	 -7.2342138e-002	
  4.5419924e+002	  1.0498987e+002	  2.6859686e+002	  3.8408014e+004	 -8.9650105e-002	
  4.6590041e+002	  1.0500698e+002	  2.6866402e+002	  3.7583454e+004	 -1.0695807e-001	
  4.6294572e+002	  1.0494227e+002	  2.6873119e+002	  3.7600109e+004	 -1.2426604e-001	
  4.7398656e+002	  1.0500028e+002	  2.6878320e+002	  3.7024153e+004	 -1.4157401e-001	
  4.6513057e+002	  1.0495107e+002	  2.6875211e+002	  3.7506504e+004	 -1.5846482e-001	
  4.6868804e+002	  1.0498839e+002	  2.6870841e+002	  3.7387583e+004	 -1.3146266e-001	
  4.6805021e+002	  1.0499803e+002	  2.6866472e+002	  3.7334631e+004	 -7.5005861e-002	
  4.6580713e+002	  1.0501819e+002	  2.6862102e+002	  3.7611242e+004	 -1.8549066e-002	
  4.6312557e+002	  1.0478034e+002	  2.6858913e+002	  3.7917549e+004	  3.7907729e-002	
  4.5866289e+002	  1.0527804e+002	  2.6871715e+002	  3.7977716e+004	  9.4364525e-002	
  4.5757507e+002	  1.0496463e+002	  2.6870059e+002	  3.7916217e+004	  1.5082132e-001	
  4.5986402e+002	  1.0499958e+002	  2.6875551e+002	  3.7833193e+004	  2.0727812e-001	
  4.5681775e+002	  1.0497125e+002	  2.6881042e+002	  3.7899002e+004	  2.6373491e-001	
  4.5935353e+002	  1.0500827e+002	  2.6886534e+002	  3.7854770e+004	  3.2019171e-001	
  4.5489381e+002	  1.0497380e+002	  2.6892025e+002	  3.8095756e+004	  3.7638452e-001	
  4.5157429e+002	  1.0508683e+002	  2.6897517e+002	  3.8294108e+004	  4.0480130e-001	
  4.5231359e+002	  1.0500554e+002	  2.6903009e+002	  3.8237480e+004	  4.1457881e-001	
  4.5474943e+002	  1.0504442e+002	  2.6908500e+002	  3.8071243e+004	  4.2435633e-001	
  4.5350730e+002	  1.0495789e+002	  2.6913992e+002	  3.8270149e+004	  4.3413384e-001	
  4.5294007e+002	  1.0500008e+002	  2.6919579e+002	  3.8233509e+004	  4.4391135e-001	
  4.5373445e+002	  1.0499715e+002	  2.6925551e+002	  3.8154008e+004	  4.5368886e-001	
  4.5344517e+002	  1.0499752e+002	  2.6931563e+002	  3.8196693e+004	  4.6346637e-001	
  4.6031426e+002	  1.0494531e+002	  2.6937575e+002	  3.7654205e+004	  4.7324389e-001	
  4.6316557e+002	  1.0498804e+002	  2.6943587e+002	  3.7416756e+004	  4.8302140e-001	
  4.6353206e+002	  1.0498590e+002	  2.6949599e+002	  3.7233007e+004	  4.9436198e-001	
  4.6972522e+002	  1.0499556e+002	  2.6955611e+002	  3.6781400e+004	  5.6249521e-001	
  4.6790942e+002	  1.0553824e+002	  2.6961623e+002	  3.7088558e+004	  6.5915029e-001	
  4.9436153e+002	  1.0808984e+002	  2.6967635e+002	  3.5998913e+004	  7.5580537e-001	
  5.0133647e+002	  1.0988803e+002	  2.6973647e+002	  3.6268333e+004	  8.5246045e-001	
  5.1324328e+002	  1.1003906e+002	  2.6972179e+002	  3.5910243e+004	  9.4911553e-001	
  4.9800559e+002	  1.1005428e+002	  2.6948253e+002	  3.6674712e+004	  1.0457706e+000	
  4.8594054e+002	  1.0980525e+002	  2.6922813e+002	  3.7296464e+004	  1.1424257e+000	
  4.7523252e+002	  1.0755584e+002	  2.6897372e+002	  3.7471129e+004	  1.2390808e+000	
  4.6489563e+002	  1.0396539e+002	  2.6871932e+002	  3.6914882e+004	  1.3357358e+000	
  4.4342341e+002	  9.9673735e+001	  2.6846492e+002	  3.7093248e+004	  1.4305419e+000	
  4.0711094e+002	  9.0506790e+001	  2.6787875e+002	  3.6571093e+004	  1.4581661e+000	
  3.9441075e+002	  8.9973083e+001	  2.6703114e+002	  3.6435363e+004	  1.4520509e+000	
  3.8498679e+002	  9.0119803e+001	  2.6681200e+002	  3.6484103e+004	  1.4459356e+000	
  3.8033750e+002	  8.9997372e+001	  2.6681862e+002	  3.6826107e+004	  1.4398204e+000	
  3.8209054e+002	  8.9964043e+001	  2.6685920e+002	  3.6559921e+004	  1.4337051e+000	
  3.8772891e+002	  9.0997425e+001	  2.6689979e+002	  3.6723809e+004	  1.4275899e+000	
  4.5652436e+002	  1.0223194e+002	  2.6746018e+002	  3.7176801e+004	  1.4214746e+000	
  4.9067299e+002	  1.0899702e+002	  2.6916392e+002	  3.6543872e+004	  1.4153594e+000	
  5.0564039e+002	  1.1289410e+002	  2.6975522e+002	  3.6861569e+004	  1.4092441e+000	
  5.1563236e+002	  1.1479654e+002	  2.6976530e+002	  3.6903792e+004	  1.4036577e+000	
  5.2061615e+002	  1.1494876e+002	  2.6977539e+002	  3.6563811e+004	  1.4172862e+000	
  5.1667886e+002	  1.1491719e+002	  2.6978547e+002	  3.6884188e+004	  1.4405645e+000	
  5.0684382e+002	  1.1497726e+002	  2.6979556e+002	  3.7319533e+004	  1.4638429e+000	
  5.1775747e+002	  1.1495852e+002	  2.6980565e+002	  3.6851491e+004	  1.4871213e+000	
  5.1936972e+002	  1.1494539e+002	  2.6981573e+002	  3.6541852e+004	  1.5103996e+000	
  5.1750065e+002	  1.1490684e+002	  2.6982582e+002	  3.6875685e+004	  1.5336780e+000	
  5.1669821e+002	  1.1494515e+002	  2.6983591e+002	  3.6793797e+004	  1.5569563e+000	
  5.2626663e+002	  1.1511777e+002	  2.6984492e+002	  3.6225181e+004	  1.5802347e+000	
  5.2049039e+002	  1.1499403e+002	  2.6981518e+002	  3.6557198e+004	  1.6035130e+000	
  5.1636762e+002	  1.1505784e+002	  2.6976598e+002	  3.6864762e+004	  1.6191451e+000	
  5.1852289e+002	  1.1498768e+002	  2.6971677e+002	  3.6752812e+004	  1.4914494e+000	
  5.2137388e+002	  1.1501946e+002	  2.6966756e+002	  3.6625788e+004	  1.3095243e+000	
  5.1974600e+002	  1.1500882e+002	  2.6961835e+002	  3.6826062e+004	  1.1275992e+000	
  5.1855039e+002	  1.1497306e+002	  2.6956915e+002	  3.6918493e+004	  9.4567417e-001	
  5.1578603e+002	  1.1501522e+002	  2.6951994e+002	  3.7017931e+004	  7.6374910e-001	
  5.1605861e+002	  1.1493955e+002	  2.6947073e+002	  3.6957443e+004	  5.8182403e-001	
  5.2266112e+002	  1.1510558e+002	  2.6942152e+002	  3.6761491e+004	  3.9989895e-001	
  5.1777628e+002	  1.1493695e+002	  2.6937313e+002	  3.6986346e+004	  2.1797388e-001	
  5.1867394e+002	  1.1505714e+002	  2.6934003e+002	  3.6805070e+004	  3.6048815e-002	
  5.1654190e+002	  1.1501384e+002	  2.6931272e+002	  3.6912576e+004	 -1.4677164e-001	
  5.1802832e+002	  1.1506786e+002	  2.6928540e+002	  3.6864921e+004	 -3.3987868e-001	
  5.1677221e+002	  1.1494845e+002	  2.6925809e+002	  3.6863665e+004	 -5.3590732e-001	
  5.2227325e+002	  1.1503786e+002	  2.6923077e+002	  3.6552755e+004	 -7.3193597e-001	
  5.2305009e+002	  1.1501767e+002	  2.6920345e+002	  3.6471012e+004	 -9.2796462e-001	
  5.2106073e+002	  1.1497444e+002	  2.6917614e+002	  3.6540763e+004	 -1.1239933e+000	
  5.1815081e+002	  1.1500292e+002	  2.6914882e+002	  3.6873170e+004	 -1.3200219e+000	
  5.2427704e+002	  1.1499393e+002	  2.6912151e+002	  3.6296995e+004	 -1.5160506e+000	
  5.2281297e+002	  1.1489443e+002	  2.6909783e+002	  3.6356492e+004	 -1.7120792e+000	
  5.1794129e+002	  1.1505764e+002	  2.6911592e+002	  3.6883839e+004	 -1.9081078e+000	
  5.2432832e+002	  1.1500362e+002	  2.6914588e+002	  3.6367536e+004	 -2.0827781e+000	
  5.2244356e+002	  1.1502369e+002	  2.6917584e+002	  3.6517785e+004	 -2.0925059e+000	
  5.2236422e+002	  1.1500683e+002	  2.6920579e+002	  3.4969725e+004	 -2.0675379e+000	
  5.2789667e+002	  1.1501120e+002	  2.6923575e+002	  3.6283380e+004	 -2.0425699e+000	
  5.1925754e+002	  1.1500623e+002	  2.6926570e+002	  3.6773640e+004	 -2.0176019e+000	
  5.2046196e+002	  1.1504761e+002	  2.6929566e+002	  3.6763344e+004	 -1.9926339e+000	
  5.2657415e+002	  1.1503725e+002	  2.6932562e+002	  3.6433000e+004	 -1.9676659e+000	
  5.2931802e+002	  1.1497256e+002	  2.6935557e+002	  3.6286641e+004	 -1.9426979e+000	
  5.2729737e+002	  1.1496754e+002	  2.6938558e+002	  3.6349155e+004	 -1.9177299e+000	
  5.1901479e+002	  1.1508862e+002	  2.6941616e+002	  3.6982109e+004	 -1.8927619e+000	
  5.1375222e+002	  1.1497397e+002	  2.6944690e+002	  3.7262693e+004	 -1.8589919e+000	
  5.2577031e+002	  1.1507261e+002	  2.6947764e+002	  3.6389223e+004	 -1.7572586e+000	
  5.1783690e+002	  1.1499263e+002	  2.6950838e+002	  3.6938012e+004	 -1.6412312e+000	
  5.2195576e+002	  1.1506261e+002	  2.6953912e+002	  3.6825511e+004	 -1.5252038e+000	
  5.1963966e+002	  1.1498716e+002	  2.6956986e+002	  3.6894115e+004	 -1.4091764e+000	
  5.1675384e+002	  1.1495084e+002	  2.6960060e+002	  3.7164902e+004	 -1.2931490e+000	
  5.1440832e+002	  1.1498566e+002	  2.6963134e+002	  3.7298823e+004	 -1.1771217e+000	
  5.1580343e+002	  1.1507742e+002	  2.6966208e+002	  3.7227644e+004	 -1.0610943e+000	
  5.1656234e+002	  1.1497338e+002	  2.6968528e+002	  3.7212098e+004	 -9.4506690e-001	
  5.1628441e+002	  1.1495052e+002	  2.6965026e+002	  3.7242707e+004	 -8.2903952e-001	
  5.0941615e+002	  1.1493472e+002	  2.6960299e+002	  3.7595809e+004	 -6.9836383e-001	
  5.1390716e+002	  1.1505307e+002	  2.6955573e+002	  3.7402768e+004	 -4.8742181e-001	
  5.1772405e+002	  1.1500475e+002	  2.6950846e+002	  3.7062598e+004	 -2.6429697e-001	
  5.1960257e+002	  1.1503774e+002	  2.6946119e+002	  3.6800166e+004	 -4.1172135e-002	
  5.1710415e+002	  1.1498414e+002	  2.6941393e+002	  3.6959689e+004	  1.8195270e-001	
  5.1925587e+002	  1.1501536e+002	  2.6936666e+002	  3.6871230e+004	  4.0507753e-001	
  5.2045698e+002	  1.1493611e+002	  2.6931940e+002	  3.6750997e+004	  6.2820237e-001	
